State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,180555,177536,118724,123207,126153,115778,449412,3711,243,591,95,293,9,104120,2521,7525
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,408125,245174,308527,135128,290375,153280,1010014,91269,814,196,74,41,273,55929,1196,11037
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,606443,546197,403756,271414,313915,361255,1461140,19797,3023,8929,14511,194,208,330081,8053,22753
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,36697,24002,33863,22410,46782,9491,64732,448,485,249,18086,29,45,17865,354,2563
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,174550,133122,148829,120255,193876,75208,415669,2974,1568,1396,15377,94,83,91322,2623,7010
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,393669,330078,297464,275207,284154,288517,981412,9460,876,4081,2628,43,86,214491,5333,16401
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,342846,269796,258628,172298,311770,119156,791449,11810,2025,4047,3262,185,197,172754,9177,24127
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,205617,157028,169399,110684,193906,86177,476830,33215,577,15501,2645,236,86,91509,2220,8593
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,244372,184206,190001,108736,219235,79502,548579,14678,1452,13926,574,591,110,119866,5250,14478
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,213281,186434,141612,73734,134482,80864,480138,14275,390,26009,56,70,10,105929,2412,8238
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,138620,80463,101144,50768,79377,72535,187621,220614,472,422,21,22,42,61831,596,3077
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,641916,495219,417456,91166,410344,98278,1289240,107489,12104,114272,470,1987,321,294739,19905,46657
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,56301,29935,39839,12034,28941,22932,10341,108239,604,1171,20126,28,4,15824,235,1005
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,228499,160705,161548,38883,142847,57584,540063,64234,1828,9551,24,16,2,109422,1443,6112
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,178326,115632,138428,49992,98306,90114,13840,535159,1109,9440,35,6,18,73629,1537,5293
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,163333,98391,117677,43716,73247,88146,32604,431279,958,11188,83,10,2,62900,346,3342
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,431746,316838,333151,74037,330547,76641,42540,1177342,2746,12187,285,74,2,165403,16413,33831
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,197543,124811,163845,79827,152442,91230,489044,59771,1962,3418,106,57,235,73999,1214,5744
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,759088,514432,507677,177691,380304,305064,1636460,241451,13730,4174,1890,2045,160524,274726,9754,37997
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,303902,206159,251213,146477,195502,202188,903179,116710,6565,888,35,129,12936,27037,590,9115
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,489837,303701,383691,167776,297146,254321,1165140,302626,6027,143,188,282,16067,130193,1944,13550
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1722204,1014950,707254,658851,185653,546714,297790,2149480,431762,11243,9727,331,1268,77182,427173,11568,46646
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,406275,266134,367108,257671,237479,387300,1044726,106865,86404,234,267,162,78622,62110,1193,10396
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,653476,405161,248315,335451,235980,175126,396305,1104475,194680,17168,123,371,20,4591,29373,565,8881
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,783736,469739,623946,412331,412912,623365,1856202,508586,14645,937,650,1503,59218,125431,1944,19976
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,604519,376212,228307,344019,208172,235735,316456,937126,289182,37795,97,128,115,47067,43230,874,11925
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,321795,237925,264774,222734,278931,208577,309563,51429,202449,221,531,23,457468,31687,831,7807
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,258260,168052,214740,111891,122434,204197,550560,164406,4419,520,118,783,68564,49419,808,4959
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,350682,209706,140976,180106,133273,117311,196068,473049,69808,47653,120,128,16,133525,38194,340,6240
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,149568,110139,121605,99727,103001,118331,112378,95012,16770,51,33,15,235987,28769,351,2954
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,206989,145892,234012,170572,252017,152567,410127,322963,75865,356,283,222,88760,31414,328,4535
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,621706,402857,473042,240133,283702,429473,1683169,238295,6164,734,188,284,5681,68238,2155,19981
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1911433,1085244,826189,743967,398900,756176,386691,1612239,410759,193974,4826,932,2733,677445,350908,22538,76565
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,483263,287303,195960,295690,194512,322572,167630,628044,398243,83208,198,245,125,38426,34879,591,9563
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,343483,191991,151492,159867,128778,155510,133135,201524,15103,306601,51,753,114,73930,16865,423,4649
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,1113412,641388,472024,511575,306506,676407,141674,1634229,219991,3433,443,412,25198,166,301389,3745,26297
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,688749,385311,303438,315499,144392,389989,69902,890429,92252,5368,389,272,1045,85,214253,3729,17066
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,1725548,1326484,1372422,733246,1734501,371167,4038331,528412,18418,2037,1086,178310,149,808827,17560,73497
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,1421621,813440,608181,703258,413622,969388,147492,2103633,320834,14014,1029,284,8044,54,440374,9626,40190
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,1042673,597198,445475,459050,243558,551763,150845,1289709,335184,35438,1145,30453,680,521,271439,3971,36072
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,86919,54076,32843,71591,62934,69338,65187,245151,1617,2709,68,1649,15,3793,12516,117,1462
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,1248268,730566,517702,580111,347611,760083,167639,1786830,369588,2433,558,374,8665,499,326594,4987,36571
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,818345,438257,380088,357889,207885,480229,85545,1004553,101235,26000,182,109,4710,4,238505,4510,18727
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,1087392,607188,480204,513311,343276,667479,189108,1520553,128751,3175,322,84,3778,128,307257,5711,28897
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,1308540,720637,587903,585639,289568,705099,170108,1658465,265805,5420,307,164,6417,1743,372671,7320,39416
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,1301664,711776,589888,543776,241057,690948,93885,1390020,386834,28747,1486,715,29037,2748,347962,15013,49585
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,700177,397178,302999,310412,185310,423451,72271,907750,143665,3432,231,79,5993,74,198064,3373,15625
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,1427368,828359,599009,680001,407027,844237,242791,2011014,513125,8344,826,9589,4865,330,404767,9752,52483
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,1225256,668836,556420,560452,343128,752387,151193,1630814,120011,15611,289,623,5820,3,400702,4851,23444
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,1085443,603793,481650,490731,239335,601951,128115,1281878,297927,2406,419,68,9834,702,295937,2456,17819
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,412877,215302,197575,172100,106838,258753,20185,448986,87274,17130,139,126,250,220,113931,3308,10758
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,1016219,564110,452109,454048,263824,584590,133282,1305431,199873,26722,253,150,2494,92,309494,5051,27235
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,809085,468785,340300,387974,266792,508089,146677,1218024,161770,4081,296,85,2898,461,223166,2135,15263
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,1149649,638668,510981,575203,296205,714901,156507,1712695,77801,8506,322,299,3607,109,391033,3367,20265
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1962180,1063766,898414,921803,392465,1082108,232160,2631985,290549,39361,1255,16194,14419,493,640868,28397,80086
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,979769,577213,402556,530373,373040,725985,177428,1634062,272022,10394,538,2265,4156,29,314547,5200,33903
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,1263016,674938,588078,534487,246111,652789,127809,1479424,234664,26521,400,120,9234,367,363835,8791,35207
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1813391,1006024,807367,837512,517134,1078431,276215,2413812,245923,9130,477,187,5067,161,562769,7971,41751
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,926429,465704,460725,335399,177842,459446,53795,1009179,96740,65838,232,161,4534,155,224814,9070,24817
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,1852797,890552,962245,536738,267733,596387,208084,1460447,224545,435056,268,146,74,311,507913,28842,71593
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,2855676,1425723,1429953,913249,336094,1061388,187955,1509557,514397,1248137,860,614,1176,1083,771287,88737,184167
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,923010,471881,451129,331710,184653,415947,100416,541854,82206,481507,100,189,44,384,244844,8250,24863
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,1012956,1125478,609377,214739,694209,129907,1509592,742483,262526,424,1118,193,722,511167,32653,83940
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,516476,521016,325095,137903,372700,90298,729987,486913,87454,151,362,130,152,237670,10378,32484
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,2240273,1074345,1165928,644362,267663,695299,216726,1697635,508500,421598,208,272,63,619,630767,31542,83133
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,861592,888206,530322,205413,604553,131182,983598,126499,858608,204,358,83,565,464039,37849,83999
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,2615443,1266939,1348504,752333,196648,754187,194794,1734958,1211131,131516,297,235,601,588,641660,36791,107602
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,1597404,1713911,898157,164267,852047,210377,1135259,2888849,81556,205,179,68,579,730119,27909,119918
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,1122600,1116892,746121,296219,875540,166800,1875980,812936,114397,220,238,78,400,587583,27162,69440
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,2785408,1354857,1430551,864101,367568,921282,310387,2194057,452915,630573,404,301,76,1082,783872,71621,155321
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,1282261,1396287,789511,306216,929506,166221,1823442,532839,757484,259,278,62,585,721625,56148,132774
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,645585,328136,317449,228639,111438,263445,76632,404460,234185,174453,61,312,1797,286,149864,4712,15944
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,254120,182475,207401,139070,227040,119431,686524,21473,2132,606,86,1653,35434,81338,1290,7266
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,469109,290304,178805,231829,83441,241288,73982,778214,40707,635,8009,1352,15094,27,84720,619,6016
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,1147623,626468,521155,488610,404404,530506,362508,1519384,38542,5295,1050,72162,4778,58064,277927,1712,13306
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,549926,313642,236284,365928,287969,525791,128106,1318869,58222,2967,2361,416,2289,263,181139,1158,8516
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,939769,529783,409986,453887,333093,511287,275693,1505745,37590,3271,1078,9651,3759,13048,230974,2109,13755
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,676513,418404,455775,64993,422111,98657,1595400,66776,973,4047,12215,19950,73,107819,1166,14368
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,1660690,920314,740376,644960,222497,706036,161421,1755861,525434,23432,10789,21688,25950,335,452912,40788,94729
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,233073,175606,211925,116414,274900,53439,552526,180840,1199,1074,19883,1884,99,112420,986,5058
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,572010,371023,481518,270279,553862,197935,1676918,70351,1980,968,250,10409,102,176056,1880,15567
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,1294198,731294,562904,582263,375721,673845,284139,1923920,100692,4893,2258,24471,7830,25771,344875,3588,20034
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,445737,301978,367711,206884,389993,184602,1186420,47966,1681,1096,119,25005,82,187731,1432,10504
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,303815,187630,225662,95498,247229,73931,747693,28483,683,490,7923,453,10,97696,616,5251
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,925369,550716,374653,451501,291175,528526,214150,1376591,174259,2355,2330,382,6497,72,270457,3518,16523
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,1112725,1073068,1077338,638479,438859,597079,430895,783019,244955,2051219,116202,2261,1607,328,12199,88,349639,2388,18626
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,378714,222759,155955,203383,186542,250137,139788,605435,6736,4238,260,61,687,84006,62372,554,6447
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,400537,253443,335454,179443,353671,161226,1172248,49203,1208,3271,529,13474,52,144248,2482,11740
